LAGER LISTA  ;;;;;;;;;;;;;;;;;;;;
Rbr.;MT;NadGrupa;Grupa;Šifra robe;Barcode;KatBroj;Naziv robe;Dob;NazivDob;Polica;Pretinac;JMJ;Stanje;PNBC;VPC;MPC;TD_Sifra;TD_ID;Top;Akt
17874;50;*Bez*;*Bez*;26380;5055181559675;EKF119(CU3054);FILTER KLIME ASTRA G ZAFIRA DELPHI KLIMA ;;;;;KOM;2,00;9,00;12,82;15,00;;0,00;;D
17894;50;*Bez*;*Bez*;29502;3322937907748;JTS125;STABILIZATOR CITROEN PEŽO ;;;;;KOM;1,00;15,00;23,06;26,98;;0,00;;D
17895;50;*Bez*;*Bez*;29503;4011558683009;PU936/1X;FILTER GORIVA GOLF V ;;;;;KOM;1,00;27,70;44,00;51,48;;0,00;;D
17905;50;*Bez*;*Bez*;29008;8717109055351;37092(571939)GDB1306;DISK PLOČICE PR.VW ;;;;;KOM;1,00;17,50;26,00;30,42;;0,00;;D
17906;50;*Bez*;*Bez*;29009;3358966014171;601417;NOSAČ MOTORA MERC.W202/W210 DX ;;;;;KOM;1,00;61,10;73,33;85,80;;0,00;;D
17907;50;*Bez*;*Bez*;29010;3358966014188;601418;NOSAČ MOTORA MERC.W202/W210 DX ;;;;;KOM;1,00;54,36;63,95;74,82;;0,00;;D
17910;50;*Bez*;*Bez*;29013;5055181552225;CBP3584(571968)GDB1351;DISK PLOČICE PR.OPEL ASTRA G 98- ;;;;;KOM;1,00;19,78;30,90;36,15;;0,00;;D
17943;50;*Bez*;*Bez*;30607;3322938294557;GDB2086;DISK PLOČICE ZADNJE FORD FOKUS ;;;;;KOM;1,00;38,97;59,97;70,16;;0,00;;D
17947;50;*Bez*;*Bez*;30611;5055181519129;EFF003(P716);FILTER GORIVA ;;;;;KOM;1,00;4,50;7,68;8,99;;0,00;;D
17948;50;*Bez*;*Bez*;30612;3322937523740;JBJ769;KUGLA LAFETE UNUTARNJA MERCEDES ;;;;;KOM;1,00;16,00;24,93;29,17;;0,00;;D
17953;50;*Bez*;*Bez*;31151;5710412144906;1152602300;ODBOJNIK ZADNJIH AMORTIZERA PASAT 97- ;;;;;KOM;4,00;5,6425;8,52;9,97;;0,00;;D
17956;50;*Bez*;*Bez*;31731;087295172643;BUR5ET;SVJEĆICA NGK ;;;;;KOM;4,00;5,48;8,00;9,36;;0,00;;D
17960;50;*Bez*;*Bez*;31918;31918;EAF947(24017);FILTER ZRAKA ;;;;;KOM;2,00;12,8833;20,00;23,40;;0,00;;D
17961;50;*Bez*;*Bez*;31919;31919;C24024;FILTER ZRAKA ;;;;;KOM;1,00;38,06;61,39;71,83;;0,00;;D
17962;50;*Bez*;*Bez*;31920;31920;EAF813(C24024);FILTER ZRAKA ;;;;;KOM;2,00;12,245;19,00;22,23;;0,00;;D
17963;50;*Bez*;*Bez*;31921;31921;EAF765(C25115);FILTER ZRAKA ;;;;;KOM;2,00;11,92;18,00;21,06;;0,00;;D
17968;50;*Bez*;*Bez*;31164;31164;37976;ALU.LAFETA RAVNA AUDI A4 2001- ;;;;;KOM;1,00;57,25;85,00;99,45;;0,00;;D
17969;50;*Bez*;*Bez*;31165;4005108288011;532033110;ŠPANER PVC PEŽO CITROEN ;;;;;KOM;1,00;17,50;25,74;30,12;;0,00;;D
17972;50;*Bez*;*Bez*;31168;5414465353529;6PK1700;MIKROREMEN 6PK1700 ;;;;;KOM;1,00;21,00;30,32;35,47;;0,00;;D
17973;50;*Bez*;*Bez*;31169;5012445842782;JTC347(37671);ALU RAME ZAD.GORNJE DX ;;;;;KOM;2,00;37,52;47,00;54,99;;0,00;;D
17992;50;*Bez*;*Bez*;26384;4011558937300;WK822/1;FILTER GORIVA MERC.GMODEL/270 CDI 2001- ;;;;;KOM;1,00;18,15;29,00;33,93;;0,00;;D
17995;50;*Bez*;*Bez*;26387;5413978159482;37434;KRAJNICA VW/GOLF IV,A3 LX ;;;;;KOM;3,00;10,40;15,35;17,96;;0,00;;D
18008;50;*Bez*;*Bez*;27501;5032227380370;WD-40 450ML;WD-40 450ML SMART STRAW ;;;;;KOM;23,00;7,9529;10,34;12,10;;0,00;;D
18060;50;*Bez*;*Bez*;29670;3322937204922;DF2803(DF4235);DISK PREDNJI VW AUDI ;;;;;KOM;2,00;37,79;57,53;67,31;;0,00;;D
18068;50;*Bez*;*Bez*;27784;4005108483102;534015110(55790);ŠPANER VAGA GOLF PASAT ;;;;;KOM;2,00;40,725;64,03;74,92;;0,00;;D
18070;50;*Bez*;*Bez*;27786;3322937080861;SFK58;OPRUGE PAKNI VW GOLF I,II AUDI ;;;;;KOM;1,00;7,72;11,31;13,23;;0,00;;D
18073;50;*Bez*;*Bez*;28526;5413978116430;37486;KUGLA GOLF IV/A3/OKTAVIA LX ;;;;;KOM;1,00;12,01;17,93;20,98;;0,00;;D
18097;50;*Bez*;*Bez*;31177;4011558019228;WK9015X;FILTER GORIVA PEŽO 207 1.4 HDI BEZ GRIJAČA ;;;;;KOM;1,00;33,18;53,52;62,62;;0,00;;D
18098;50;*Bez*;*Bez*;31178;4011558028275;WK9034Z;FILTER GORIVA PEŽO CITROEN ;;;;;KOM;1,00;33,86;51,38;60,11;;0,00;;D
18101;50;*Bez*;*Bez*;31181;31181;02.67.117;ČAURA ŠIPKE MJENJAČA MERCEDES W124/W202 ;;;;;KOM;2,00;0,96;1,47;1,72;;0,00;;D
18102;50;*Bez*;*Bez*;31182;6117070000015;109394;KOČIONO CRIJEVO PRED.PASAT 96- ;;;;;KOM;1,00;6,50;9,00;10,53;;0,00;;D
18106;50;*Bez*;*Bez*;31186;5413978163106;63466;STABILIZATOR POLO 18MM ;;;;;KOM;1,00;8,00;9,00;10,53;;0,00;;D
18123;50;*Bez*;*Bez*;31779;4082300191493;12VP21W;SIJALICA 12V 21W P21W ;;;;;KOM;21,00;0,3192;0,85;0,99;;0,00;;D
18124;50;*Bez*;*Bez*;31780;4082300070446;12VH7;SIJALICA H7 12V 55W ;;;;;KOM;24,00;2,5588;4,27;5,00;;0,00;;D
18125;50;*Bez*;*Bez*;31781;4082300192209;12VW5W;SIJALICA 12V5W ;;;;;KOM;19,00;0,2936;0,85;0,99;;0,00;;D
18129;50;*Bez*;*Bez*;31785;5709147218488;814029149;SAJLA RUČNE GOLF III ;;;;;KOM;4,00;7,68;11,94;13,97;;0,00;;D
18130;50;*Bez*;*Bez*;31786;5710412127565;1361600800;KOČIONO CRIJEVO PR. MERCEDES W202/W210 ;;;;;KOM;2,00;6,96;13,00;15,21;;0,00;;D
18134;50;*Bez*;*Bez*;31790;3531650021413;OS3583;INDIKATOR ULJA ;;;;;KOM;1,00;3,99;6,43;7,52;;0,00;;D
18138;50;*Bez*;*Bez*;27515;5055181519891;EFF080(WK842/13-WK842/17);FILTER GORIVA MERC.SPRINTER VITO CDI OM611/612/668 ;;;;;KOM;1,00;12,99;20,29;23,74;;0,00;;D
18163;50;*Bez*;*Bez*;28121;28121;107500;VIJAK KARTERA VW TRANSPORTER ;;;;;KOM;1,00;3,61;5,56;6,51;;0,00;;D
18202;50;*Bez*;*Bez*;25278;4028977326851;7.21903.70.0;VENTIL TURBINE VW TDI/SDI ;;;;;KOM;1,00;60,00;70,00;81,90;;0,00;;D
18204;50;*Bez*;*Bez*;25280;5055181515824;EAF409(C28136/2)AP140/1;FILTER ZRAKA FELICIA 1,3/1,9 D POLO SDI/TDI ;;;;;KOM;1,00;9,41;14,00;16,38;;0,00;;D
18205;50;*Bez*;*Bez*;25281;5055181538625;ECV042(22494)15-1009;ZGLOB TOČKA GOLF III VANJSKI ;;;;;KOM;1,00;25,98;35,00;40,95;;0,00;;D
18207;50;*Bez*;*Bez*;25283;5055181561067;EKF255A(CUK6724)LAK102;FILTER KLIME BMW E46 ;;;;;KOM;1,00;15,78;24,65;28,84;;0,00;;D
18227;50;*Bez*;*Bez*;28982;2023230285;2023230285;GUMICA BAL.ŠTANGE MERC.W202 ;;;;;KOM;2,00;4,00;5,20;6,08;;0,00;;D
18253;50;*Bez*;*Bez*;28558;4100420010859;1085;START SPREJ(START FIX)200 ML LIQUI MOLY ;;;;;KOM;2,00;4,24;5,94;6,95;;0,00;;D
18290;50;*Bez*;*Bez*;28132;5710412067199;1113800200(107500);VIJAK KARTERA VW TRANSPORTER ;;;;;KOM;1,00;3,00;4,00;4,68;;0,00;;D
18293;50;*Bez*;*Bez*;28711;5413978166060;9989;KUGLA OPEL CORSA C 2000- ;;;;;KOM;1,00;13,00;16,25;19,01;;0,00;;D
18321;50;*Bez*;*Bez*;28738;5055181537819;EOF190(W66);FILTER ULJA ;;;;;KOM;1,00;6,66;10,40;12,17;;0,00;;D
18325;50;*Bez*;*Bez*;28742;4005108337986;530034310;SET ZUPČASTOG REMENA+ŠPANERA ;;;;;KOM;1,00;96,05;147,00;171,99;;0,00;;D
18339;50;*Bez*;*Bez*;26382;5055181516678;EAF497(C3282)LX1452;FILTER ZRAKA PEŽO 206/307 ;;;;;KOM;1,00;7,1633;11,50;13,46;;0,00;;D
18355;50;*Bez*;*Bez*;28884;5055181520934;CTY11142(WP1026);FILTER ULJA TOYOTA ;;;;;KOM;1,00;10,09;15,30;17,90;;0,00;;D
18369;50;*Bez*;*Bez*;28401;5055339180201;EOF236(HU7008Z)OX388D;FILTER ULJA VW/AUDI 09- ;;;;;KOM;2,00;3,745;5,85;6,84;;0,00;;D
18377;50;*Bez*;*Bez*;29018;3322937181810;GDB1283(573053)37006;DISK PLOČICE ZAD.MERC.W202 ;;;;;KOM;1,00;25,00;32,45;37,97;;0,00;;D
18396;50;*Bez*;*Bez*;29037;087295178225;BPR6ES(WR7DC+);SVJEĆICA FIAT/FORD/HONDA ;;;;;KOM;3,00;2,3375;4,00;4,68;;0,00;;D
18405;50;*Bez*;*Bez*;29207;6901022708117;70811;ZAŠTITA OD SUNCA GLIPART PAR 65X38CM ;;;;;KOM;1,00;2,00;2,55;2,98;;0,00;;D
18439;50;*Bez*;*Bez*;29202;4100420038037;3803;LIQUI MOLY UČVRŠĆIVAČ NAVOJA ;;;;;KOM;2,00;5,09;7,13;8,34;;0,00;;D
18457;50;*Bez*;*Bez*;29332;4011558295400;HU716/2X;FILTER ULJA PEUGOT, CITROEN FORD ;;;;;KOM;2,00;8,145;13,14;15,37;;0,00;;D
18481;50;*Bez*;*Bez*;28895;5413978169467;3831;KRAJNICA FORD FIESTA 2002- DX ;;;;;KOM;1,00;13,00;19,00;22,23;;0,00;;D
18489;50;*Bez*;*Bez*;29480;3322937930609;JBU690;NOSAČ LAFETE VW  - DESNI ;;;;;KOM;1,00;26,60;42,87;50,16;;0,00;;D
18490;50;*Bez*;*Bez*;29481;3322937930616;JBU691;NOSAČ LAFETE VW - LIJEVI ;;;;;KOM;2,00;27,44;42,87;50,16;;0,00;;D
18495;50;*Bez*;*Bez*;29643;4005108352323;532043510;ŠPANER AUDI ;;;;;KOM;1,00;34,00;40,00;46,80;;0,00;;D
18502;50;*Bez*;*Bez*;29531;087295148242;BPR5ES-11;SVJEĆICA ;;;;;KOM;3,00;2,70;4,35;5,09;;0,00;;D
18503;50;*Bez*;*Bez*;29532;3322937909230;JAR107;SPONA MERC. SPRINTER ;;;;;KOM;2,00;23,00;32,15;37,62;;0,00;;D
18512;50;*Bez*;*Bez*;29541;3322937910434;JBU161;ČAURA LAFETE GOLF II/III/IV MANJA ;;;;;KOM;9,00;3,097;4,84;5,66;;0,00;;D
18517;50;*Bez*;*Bez*;29546;5055181559972;EKF117(CU2940);FILTER KLIME PEŽO ;;;;;KOM;1,00;6,02;9,40;11,00;;0,00;;D
18518;50;*Bez*;*Bez*;29547;4011558738105;W67/2(67/81);FILTER ULJA ;;;;;KOM;1,00;6,50;8,72;10,20;;0,00;;D
18531;50;*Bez*;*Bez*;29637;4008177077128;5W40 4/1 CASTROL TD EDGE;CASTROL EDGE TURBO DIESEL 5W40 4/1 ;;;;;KOM;2,00;46,636;64,10;75,00;;0,00;;D
18579;50;*Bez*;*Bez*;27381;5400320000011;400984;INDIKATOR PLOČICA MERCEDES W201/W124 ;;;;;KOM;6,00;2,0838;3,42;4,00;;0,00;;D
18610;50;*Bez*;*Bez*;29487;5710412127268;1397300300;KABLOVI PLOČICA W124/W201 ;;;;;KOM;3,00;1,6933;2,92;3,42;;0,00;;D
18628;50;*Bez*;*Bez*;27542;5055339160692;EAF706(C2485/1);FILTER ZRAKA CLIO III ;;;;;KOM;1,00;7,16;11,30;13,22;;0,00;;D
18638;50;*Bez*;*Bez*;29552;5412571009743;11,5X755LA;KLIN.REMEN 11,5X755LA ;;;;;KOM;1,00;5,695;9,83;11,50;;0,00;;D
18640;50;*Bez*;*Bez*;29554;5055181545180;EFF161(PU936/1X);FILTER GORIVA VW GOLF V ;;;;;KOM;4,00;10,88;17,73;20,74;;0,00;;D
18641;50;*Bez*;*Bez*;29555;4011558759506;W610/6;FILTER ULJA HONDA ;;;;;KOM;1,00;10,00;14,70;17,20;;0,00;;D
18643;50;*Bez*;*Bez*;29557;8717109260243;37414(GDB1550);DISK PLOČICE PREDNJE VW ;;;;;KOM;2,00;23,14;39,75;46,51;;0,00;;D
18652;50;*Bez*;*Bez*;27679;9230028;9230028;LEŽAJ ZADNJI FIAT TIPO SA ABS ;;;;;KOM;1,00;31,00;47,00;54,99;;0,00;;D
18655;50;*Bez*;*Bez*;27682;5413978175901;63661;STABILIZATOR GOLF IV/BORA LX/DX ;;;;;KOM;5,00;10,6438;15,90;18,60;;0,00;;D
18661;50;*Bez*;*Bez*;27688;5055181517651;EOF031(HU718/1N);FILTER ULJA DTI ;;;;;KOM;1,00;3,49;5,21;6,10;;0,00;;D
18666;50;*Bez*;*Bez*;27693;3322937474882;DF4558(562258J);KOČIONI DISK ZADNJI VW GOLF V/JETTA 05- ;;;;;KOM;2,00;34,125;52,50;61,43;;0,00;;D
18693;50;*Bez*;*Bez*;28456;5055339179731;CBP0558(571462)36818(GDB1163);DISK PLOČICE ZAD.AUDI ;;;;;KOM;1,00;17,27;27,06;31,66;;0,00;;D
18707;50;*Bez*;*Bez*;28470;4010858520458;6PK1050;REMEN MIKRO CONTITECH ;;;;;KOM;2,00;15,9233;25,64;30,00;;0,00;;D
18722;50;*Bez*;*Bez*;27989;5055181524925;CMB13003(WK940/16);FILTER GORIVA ;;;;;KOM;1,00;7,86;13,67;15,99;;0,00;;D
18747;50;*Bez*;*Bez*;28013;4019064031765;23176;MANŽETNA VW ;;;;;KOM;1,00;13,86;19,80;23,17;;0,00;;D
18765;50;*Bez*;*Bez*;28148;3322936411307;GDB1130(571753);DISK PLOČICE ZAD.MERC.W202 93- ;;;;;KOM;1,00;23,23;36,23;42,39;;0,00;;D
18798;50;*Bez*;*Bez*;28293;3322937276318;GDB1421(571988);DISK PLOČICE ZADNJE MERCEDES W203/CLK 209 ;;;;;KOM;1,00;30,47;45,00;52,65;;0,00;;D
18803;50;*Bez*;*Bez*;26462;5055181518337;EOF081(HU818X)OX156D;FILTER ULJA BMW E39/E46 ;;;;;KOM;1,00;7,78;12,24;14,32;;0,00;;D
18814;50;*Bez*;*Bez*;26473;4005108488527;534016410(55776);ŠPANER VAGA VW/AUDI 2,0TDI 2004- ;;;;;KOM;3,00;38,1533;58,58;68,54;;0,00;;D
18815;50;*Bez*;*Bez*;26474;5414465352911;6PK1153;REMEN MIKRO 6PK1153 ;;;;;KOM;1,00;11,925;19,00;22,23;;0,00;;D
18816;50;*Bez*;*Bez*;26475;5414465353475;6PK1613;REMEN MIKRO ;;;;;KOM;2,00;16,565;30,35;35,51;;0,00;;D
18818;50;*Bez*;*Bez*;26477;4026634332047;71-35884-00(266.060);BRTVA DEKLA VW/AUDI/ŠKODA 1,9TDI 98- ;;;;;KOM;1,00;10,35;15,44;18,06;;0,00;;D
18819;50;*Bez*;*Bez*;26478;5055181512878;EAF107(C1858/1)LX773;FILTER ZRAKA RENO MEGANE 20 1,6V 99- ;;;;;KOM;1,00;7,00;10,50;12,29;;0,00;;D
18820;50;*Bez*;*Bez*;26479;5055181514025;EAF224(C38163/1)LX96;FILTER ZRAKA MERC.W124/W201 250D OM602 ;;;;;KOM;2,00;9,9933;15,86;18,56;;0,00;;D
18848;50;*Bez*;*Bez*;29218;4019064060963;26096;MANŽETNA TOČKA VW T-490- ;;;;;KOM;1,00;13,16;18,80;22,00;;0,00;;D
18849;50;*Bez*;*Bez*;29219;4019064062745;26274;MANŽETNA PRI TOČKU VW T-4 94- ;;;;;KOM;3,00;13,8333;23,08;27,00;;0,00;;D
18853;50;*Bez*;*Bez*;29223;3322937403936;JGT395T(BNE-2944);AMORTIZER ZADNJI A6/PASSAT 97- ;;;;;KOM;2,00;34,45;53,00;62,01;;0,00;;D
18906;50;*Bez*;*Bez*;28750;5055181517361;EOF002(W712/22);FILTER ULJA OPEL ;;;;;KOM;1,00;2,615;4,12;4,82;;0,00;;D
18918;50;*Bez*;*Bez*;25231;8717109159929;8988(362320)GS8616;PAKNE RENO MEGANE ;;;;;KOM;1,00;26,00;39,31;45,99;;0,00;;D
18922;50;*Bez*;*Bez*;25235;5055181515206;EAF344(C26206-C26206/1);FILTER ZRAKA AUDI A6 2,5TDI 97- ;;;;;KOM;1,00;13,82;20,30;23,75;;0,00;;D
18923;50;*Bez*;*Bez*;25236;5055181516753;EAF505(C32191);FILTER ZRAKA VW T5 MULTIVAN 2003- ;;;;;KOM;1,00;9,46;14,78;17,29;;0,00;;D
18925;50;*Bez*;*Bez*;25238;5055181519594;EFF050(WK823/1)KL91,KL152,KL154;FILTER GORIVA AUDI A4/A6 2,5TDI V6 ;;;;;KOM;1,00;17,00;25,64;30,00;;0,00;;D
18927;50;*Bez*;*Bez*;25240;5055181518207;EOF068(HU842X)OX164D;FILTER ULJA AUDI A6/A8 2,5TDI 97- ;;;;;KOM;1,00;6,195;9,40;11,00;;0,00;;D
18928;50;*Bez*;*Bez*;25241;3322937336388;JTS393(57060)JTS365(21163);STABILIZATOR ŠKODA/POLO/BMW =JTS365 ;;;;;KOM;1,00;14,47;21,37;25,00;;0,00;;D
18944;50;*Bez*;*Bez*;27063;5414465355653;5PK1590;REMEN MIKRO 5PK1590 ;;;;;KOM;1,00;12,3867;16,91;19,78;;0,00;;D
18946;50;*Bez*;*Bez*;27065;5055181512304;EAF047(C26110);FILTER ZRAKA BMW 3 E30/E36 ;;;;;KOM;2,00;5,00;7,50;8,78;;0,00;;D
18959;50;*Bez*;*Bez*;29065;4043605035660;26805(5326);LEŽAJ TOČKA PR.OPEL ASTRA/VECTRA B ;;;;;KOM;2,00;25,00;35,90;42,00;;0,00;;D
18963;50;*Bez*;*Bez*;29069;5055181519082;EOF183(HU615/3X);FILTER ULJA MERC.A/B KLASA ;;;;;KOM;2,00;5,24;8,19;9,58;;0,00;;D
18982;50;*Bez*;*Bez*;29239;5055339111823;EKF164A(CUK3023-2);FILTER KLIME AUDI A6 II 04- ;;;;;KOM;1,00;18,00;29,05;33,99;;0,00;;D
19024;50;*Bez*;*Bez*;29328;3358960110275;21652952;ČAURA ZADNJEG TRAPA GOLF IV A3 ;;;;;KOM;2,00;14,00;18,20;21,29;;0,00;;D
19027;50;*Bez*;*Bez*;29331;5055181519044;EOF179(HU711/4X);FILTER ULJA OPEL ;;;;;KOM;1,00;5,80;9,00;10,53;;0,00;;D
19033;50;*Bez*;*Bez*;29377;3322937264223;GIC169;KABLOVI PLOČICA ZADNJI BMW E46 ;;;;;KOM;1,00;10,59;16,00;18,72;;0,00;;D
19037;50;*Bez*;*Bez*;29381;4003774009886;ALPINE C11;ANTIFRIZ ALPINE C11 1,5L KONCETRAT ;;;;;KOM;12,00;6,451;8,95;10,47;;0,00;;D
19043;50;*Bez*;*Bez*;29387;3322937910243;JBU129;ČAURA LAFETE GOLF IV VEĆA ;;;;;KOM;8,00;6,3156;9,87;11,55;;0,00;;D
19051;50;*Bez*;*Bez*;29395;3322937322961;JBU221;ČAURA LAFETE VW POLO 94- MANJA ;;;;;KOM;2,00;5,00;10,07;11,78;;0,00;;D
19067;50;*Bez*;*Bez*;28912;1942003;5/1 GM;GM-OPEL ULJE 5W-30 5/1 DEXOS2 ;;;;;KOM;3,00;41,18;59,83;70,00;;0,00;;D
19079;50;*Bez*;*Bez*;28924;5710412072636;1114504100(101457);RAČVA VODE ;;;;;KOM;1,00;3,275;6,42;7,51;;0,00;;D
19096;50;*Bez*;*Bez*;29087;4100420011276;1127;LIQUI MOLY ZENTRALHYDRAULIK-OL 1/1 ;;;;;KOM;4,00;18,2433;23,93;28,00;;0,00;;D
19097;50;*Bez*;*Bez*;29088;357411313A;357411313A(103481)1140604600;GUMICA BAL.ŠTAN.PR.VW PASSAT 88- LX 24MM ;;;;;KOM;2,00;1,50;1,95;2,28;;0,00;;D
19099;50;*Bez*;*Bez*;29090;5710412208165;1142500400(103492)357412341A;LIM AMORTIZERA PR.VW GOLF 3/4,PASSAT 91- ;;;;;KOM;2,00;3,475;6,60;7,72;;0,00;;D
19102;50;*Bez*;*Bez*;29678;4011558022761;HU7008Z;FILTER ULJA VW/AUDI/ŠKODA ;;;;;KOM;9,00;8,1856;13,21;15,46;;0,00;;D
19114;50;*Bez*;*Bez*;29571;3322937204939;DF2804;DISK PREDNJI VW, ŠKODA ;;;;;KOM;2,00;42,25;65,00;76,05;;0,00;;D
19115;50;*Bez*;*Bez*;29572;3322937685219;DF4464S;DISK PREDNJI VW PASAT ;;;;;KOM;2,00;75,53;116,20;135,95;;0,00;;D
19117;50;*Bez*;*Bez*;29574;3322937904808;JTC421;RAME ALU. UDI,PASAT PRED.GORNJ.LX ;;;;;KOM;1,00;36,00;47,00;54,99;;0,00;;D
19173;50;*Bez*;*Bez*;27517;02.67.010;02.67.010;GUMICE ŠIPKE MJENJAČA W123/W201 ;;;;;KOM;3,00;0,80;1,28;1,50;;0,00;;D
19211;50;*Bez*;*Bez*;28940;3322937292660;BWC107A;KOČIONI CIL.ZADNJI VW GOLF FI 17 ALUMIN. ;;;;;KOM;2,00;10,885;16,01;18,73;;0,00;;D
19214;50;*Bez*;*Bez*;29520;4011558320508;CU2243;FILTER KLIME  CORSA D 04- ;;;;;KOM;1,00;16,50;22,91;26,80;;0,00;;D
19221;50;*Bez*;*Bez*;29526;5412571009750;6390MC;REMEN 11.5X790 ;;;;;KOM;1,00;4,09;8,24;9,64;;0,00;;D
19222;50;*Bez*;*Bez*;29527;3322937398072;GDB1626;PLOČICE ZAD BMW ;;;;;KOM;1,00;42,58;65,00;76,05;;0,00;;D
19230;50;*Bez*;*Bez*;27572;4030434061373;FL960-D(49183/JBJ164/TC519);KUGLA MERCEDES W123/W126 ;;;;;KOM;1,00;7,50;8,25;9,65;;0,00;;D
19240;50;*Bez*;*Bez*;27582;3012270000106;100007(15X24X7);SEMERING POLUGE MJENJAČA VW 15X24X7 ;;;;;KOM;2,00;1,07;1,30;1,52;;0,00;;D
19254;50;*Bez*;*Bez*;29597;4011558000196;C12133/1;FILTER ZRAKA MERC.W204 ;;;;;KOM;1,00;19,18;30,94;36,20;;0,00;;D
19285;50;*Bez*;*Bez*;27892;4011442660314;325402;NOSAČ MOTORA VW GOLF III CADDY 95-ZAD.DX ;;;;;KOM;1,00;30,50;45,29;52,99;;0,00;;D
19296;50;*Bez*;*Bez*;29097;103782;103782;MANŽETNA LETVE VOLANA LX ;;;;;KOM;1,00;5,56;8,55;10,00;;0,00;;D
19301;50;*Bez*;*Bez*;28490;3531650005697;TH5699.85J;TERMOSTAT MERCEDES 85 ;;;;;KOM;1,00;11,97;17,10;20,01;;0,00;;D
19305;50;*Bez*;*Bez*;28494;5055181560084;EKF124(CU2945);FILTER KLIME ;;;;;KOM;1,00;4,95;7,50;8,78;;0,00;;D
19317;50;*Bez*;*Bez*;28506;4019722266805;98031200(GIC210);SENZOR ISTOŠENOSTI PLOČICA BMW E90 PRVI ;;;;;KOM;1,00;13,33;20,51;24,00;;0,00;;D
19318;50;*Bez*;*Bez*;28507;3322937334483;GDB1543;DISK PLOČICE ;;;;;KOM;1,00;63,00;83,24;97,39;;0,00;;D
19338;50;*Bez*;*Bez*;28030;109020;109020;GUMIŠTUCNA VW ;;;;;KOM;1,00;15,56;23,93;28,00;;0,00;;D
19361;50;*Bez*;*Bez*;27587;5055181521153;CDW12103(C2229);FILTER ZRAKA ;;;;;KOM;1,00;7,50;11,25;13,16;;0,00;;D
19366;50;*Bez*;*Bez*;27592;5413978115914;37269;STABILIZATOR A4/A6 PASSAT 96- DX ;;;;;KOM;2,00;14,56;22,00;25,74;;0,00;;D
19373;50;*Bez*;*Bez*;27677;4006633071215;13.0460-7117.2(GDB1386);DISK PLOČICE PR.VW GOLF 4/A3 SA KABLOM ;;;;;KOM;1,00;38,00;52,50;61,43;;0,00;;D
19406;50;*Bez*;*Bez*;27742;JBU137;JBU137(809627);ČAURA LAFETE ASTRA G MANJA ;;;;;KOM;2,00;7,00;11,11;13,00;;0,00;;D
19411;50;*Bez*;*Bez*;28331;5055181560800;EKF183(CU1829);FILTER VENTILACIJE ;;;;;KOM;2,00;9,00;13,87;16,23;;0,00;;D
19438;50;*Bez*;*Bez*;28511;108889;108889;INDIKATOR ULJA VW(SIVI)0,75-1,05 BAR ;;;;;KOM;1,00;4,19;5,98;7,00;;0,00;;D
19458;50;*Bez*;*Bez*;29104;4011442502126;865316;LEŽAJ NOSAČA AMORTIZERA VECTRA 1,8/2,0 ;;;;;KOM;2,00;4,00;5,95;6,96;;0,00;;D
19545;50;*Bez*;*Bez*;28281;5055181561364;EKF237A(CUK3037);FILTER KLIME AUDI ;;;;;KOM;2,00;8,32;13,00;15,21;;0,00;;D
19549;50;*Bez*;*Bez*;28285;5055181559859;EKF109A(CUK3240);FILTER KLIME ;;;;;KOM;1,00;8,28;12,90;15,09;;0,00;;D
19552;50;*Bez*;*Bez*;30758;5413978170739;37973;ALU.RAME A4/A6 PASAT 2000- ZAD.GORNJE DESNO ;;;;;KOM;1,00;28,98;41,49;48,54;;0,00;;D
19554;50;*Bez*;*Bez*;30760;087295148563;V-LINE28(BKR6E/BKR6ES);SVJEĆICA U SETU ;;;;;KOM;4,00;2,96;4,78;5,59;;0,00;;D
19560;50;*Bez*;*Bez*;30766;3322937883417;GDB1763;PLOČICE ZADNJE VW ;;;;;KOM;2,00;42,285;61,66;72,14;;0,00;;D
19562;50;*Bez*;*Bez*;30768;087295177686;YE14;GRIJAČ NGK GOLF V 2.0 ;;;;;KOM;1,00;13,58;21,90;25,62;;0,00;;D
19563;50;*Bez*;*Bez*;30769;3831064001026;11.721.657;GRIJAČ GOLF ;;;;;KOM;1,00;6,80;9,32;10,90;;0,00;;D
19564;50;*Bez*;*Bez*;30770;087295162859;Y-918J;GRIJAČ NGK ;;;;;KOM;8,00;9,4225;13,68;16,01;;0,00;;D
19566;50;*Bez*;*Bez*;31824;8717109234855;1123Q;OSIGURAČ PLOČICA VW AUDI ;;;;;KOM;1,00;8,50;11,50;13,46;;0,00;;D
19574;50;*Bez*;*Bez*;30034;4005108305862;530008510;SET ZUPČASTOG VW AUDI ;;;;;KOM;1,00;69,715;108,30;126,71;;0,00;;D
19579;50;*Bez*;*Bez*;31356;3358960504760;80001310;NOSAČ MJENJAČA GOLF V GORNJI NAVOJ ;;;;;KOM;1,00;18,00;24,08;28,17;;0,00;;D
19580;50;*Bez*;*Bez*;31357;4011558028725;C30005;FILTER ZRAKA GOLF VII ;;;;;KOM;1,00;20,99;33,00;38,61;;0,00;;D
19594;50;*Bez*;*Bez*;31565;5055339111816;EKF161A;FILTER KABINE FORD ;;;;;KOM;2,00;11,605;17,26;20,19;;0,00;;D
19601;50;*Bez*;*Bez*;31572;5055339111908;EKF214A(CUK2440);FILTER KLIME FORD ;;;;;KOM;1,00;10,00;16,27;19,04;;0,00;;D
