LAGER LISTA  ;;;;;;;;;;;;;;;;;;;;
Rbr.;MT;NadGrupa;Grupa;Šifra robe;Barcode;KatBroj;Naziv robe;Dob;NazivDob;Polica;Pretinac;JMJ;Stanje;PNBC;VPC;MPC;TD_Sifra;TD_ID;Top;Akt
22839;50;*Bez*;*Bez*;33990;33990;CBP0891(GDB1419);PLOČICE PREDNJE FORD ;;;;;KOM;1,00;25,71;40,17;47,00;;0,00;;D
22840;50;*Bez*;*Bez*;33991;33991;EKF176A;FILTER KLIME ;;;;;KOM;1,00;27,16;43,00;50,31;;0,00;;D
22845;50;*Bez*;*Bez*;33255;33255;GN858(Y-916J);GRIJAČ MERCEDES ;;;;;KOM;3,00;11,6667;17,95;21,00;;0,00;;D
22848;50;*Bez*;*Bez*;33258;33258;W712/94;FILTER ULJA ;;;;;KOM;1,00;13,57;21,31;24,93;;0,00;;D
22850;50;*Bez*;*Bez*;33263;33263;814029157;SAJLA RUČNE GOLF IV -99 ;;;;;KOM;2,00;8,12;12,69;14,85;;0,00;;D
22851;50;*Bez*;*Bez*;33264;33264;HU712/9X;FILTER ULJA HONDA ;;;;;KOM;1,00;11,04;18,18;21,27;;0,00;;D
22854;50;*Bez*;*Bez*;31871;31871;23690;MANŽETNA VW ;;;;;KOM;5,00;15,7467;22,66;26,51;;0,00;;D
22857;50;*Bez*;*Bez*;33342;33342;53539;KRAJNICA PEŽO 208 2012- DX ;;;;;KOM;1,00;19,76;29,50;34,52;;0,00;;D
22860;50;*Bez*;*Bez*;33345;33345;GDB1957;PLOČICE ZADNJE GOLF VII ;;;;;KOM;1,00;37,63;57,90;67,74;;0,00;;D
22862;50;*Bez*;*Bez*;33825;33825;825006810(JBJ308);KUGLA MERCEDES W202/W210 ;;;;;KOM;2,00;15,25;23,46;27,45;;0,00;;D
22863;50;*Bez*;*Bez*;33979;33979;EAF490(C28110);FILTER ZRAKA FORD ;;;;;KOM;1,00;10,28;16,07;18,80;;0,00;;D
22865;50;*Bez*;*Bez*;34005;34005;825011910(49186);KUGLA MERCEDES A/B 2004- ;;;;;KOM;2,00;20,355;31,07;36,35;;0,00;;D
22866;50;*Bez*;*Bez*;34006;34006;P7412;AKUMULATOR POWER BULL 74AH 680CCA ;;;;;KOM;1,00;142,32;170,00;198,90;;0,00;;D
22867;50;*Bez*;*Bez*;34007;34007;EFF089(WK842/12X);FILTER GORIVA ;;;;;KOM;1,00;16,02;25,03;29,29;;0,00;;D
22870;50;*Bez*;*Bez*;34010;34010;19740;LEŽAJ VENTILATORA ;;;;;KOM;1,00;40,27;55,00;64,35;;0,00;;D
22871;50;*Bez*;*Bez*;34011;34011;511031810;CILINDAR KVAČILA GLAVNI GOLF V ;;;;;KOM;1,00;75,00;115,38;134,99;;0,00;;D
22872;50;*Bez*;*Bez*;34012;34012;6432128;STAKLO RETROVIZORA DX ;;;;;KOM;1,00;8,98;14,27;16,70;;0,00;;D
22873;50;*Bez*;*Bez*;34013;34013;98057400;KABEL DISK PLOČICA AUDI ZAD. ;;;;;KOM;2,00;16,665;25,64;30,00;;0,00;;D
22874;50;*Bez*;*Bez*;34014;34014;40932590;ULJE SWAG 75W-90 GL5 1/1 ;;;;;KOM;1,00;13,89;21,37;25,00;;0,00;;D
22878;50;*Bez*;*Bez*;34018;34018;A102S;METLICE BRISAČA AUDI ;;;;;KOM;1,00;29,91;42,74;50,01;;0,00;;D
22879;50;*Bez*;*Bez*;34019;34019;DF4165;DISK PREDNJI OPEL ;;;;;KOM;2,00;47,09;73,00;85,41;;0,00;;D
22880;50;*Bez*;*Bez*;34020;34020;EAF583(C1361);FILTER ZRAKA BMW ;;;;;KOM;1,00;13,58;22,00;25,74;;0,00;;D
22881;50;*Bez*;*Bez*;34021;34021;EOF238(HU7004/1X);FILTER ULJA ;;;;;KOM;1,00;12,20;20,00;23,40;;0,00;;D
22882;50;*Bez*;*Bez*;34022;34022;EOF242(HU6004X);FILTER ULJA ;;;;;KOM;1,00;13,12;21,00;24,57;;0,00;;D
22883;50;*Bez*;*Bez*;34023;34023;JBJ705;KUGLA OPEL ;;;;;KOM;2,00;13,64;22,00;25,74;;0,00;;D
22884;50;*Bez*;*Bez*;34024;34024;821133810(37670);ALU RAME PASAT AUDI ZAD GORNJE ;;;;;KOM;2,00;33,245;51,00;59,67;;0,00;;D
22885;50;*Bez*;*Bez*;34025;34025;821133910(37671);ALU RAME ZAD GORNJE DX ;;;;;KOM;1,00;33,245;51,00;59,67;;0,00;;D
22889;50;*Bez*;*Bez*;34029;34029;23993;MANŽETNA OPEL ;;;;;KOM;2,00;9,07;12,96;15,16;;0,00;;D
22891;50;*Bez*;*Bez*;32108;32108;722676;POSUDA VODE PEŽO 207 C2/C3 ;;;;;KOM;1,00;19,75;28,21;33,01;;0,00;;D
22893;50;*Bez*;*Bez*;32110;32110;21651862;NOSAČ MJENJAČA GOLF III ;;;;;KOM;1,00;18,84;26,92;31,50;;0,00;;D
22894;50;*Bez*;*Bez*;32113;32113;42008X;KOČIONI CILINDAR VW ;;;;;KOM;2,00;16,52;25,00;29,25;;0,00;;D
22895;50;*Bez*;*Bez*;32778;32778;58006256;HLADNJAK GRIJANJA VW ;;;;;KOM;1,00;56,84;81,20;95,00;;0,00;;D
22896;50;*Bez*;*Bez*;32779;32779;CTR3003;SPONA KRATKA GOLF IV ;;;;;KOM;1,00;9,13;14,05;16,44;;0,00;;D
22897;50;*Bez*;*Bez*;32780;32780;EAF446(C3875);FILTER ZRAKA RENO ;;;;;KOM;1,00;8,31;12,00;14,04;;0,00;;D
22901;50;*Bez*;*Bez*;32907;32907;EAF957;FILTER ZRAKA MERCEDES W205 ;;;;;KOM;1,00;22,34;35,00;40,95;;0,00;;D
22903;50;*Bez*;*Bez*;32971;32971;WK820/2X;FILTER GORIVA MERCEDES ;;;;;KOM;1,00;31,69;51,00;59,67;;0,00;;D
22905;50;*Bez*;*Bez*;32973;32973;30050008;ZUPČANIK RADILICE GOLF ;;;;;KOM;1,00;13,90;21,37;25,00;;0,00;;D
22912;50;*Bez*;*Bez*;33017;33017;3840701;NOSAČ ZADNJIH AMORTIZERA PASAT ;;;;;KOM;2,00;22,78;35,04;41,00;;0,00;;D
22919;50;*Bez*;*Bez*;34068;34068;713640480;LEŽAJ ZADNJI PEŽO ;;;;;KOM;1,00;44,65;68,70;80,38;;0,00;;D
22920;50;*Bez*;*Bez*;34069;34069;WK939/2Z;FILTER GORIVA ;;;;;KOM;1,00;30,32;43,77;51,21;;0,00;;D
22921;50;*Bez*;*Bez*;34070;34070;2532902;SPONA GOLA VW GOLF V ;;;;;KOM;2,00;30,555;47,01;55,00;;0,00;;D
22922;50;*Bez*;*Bez*;34071;34071;80001355;NOSAČ MOTORA FORD ;;;;;KOM;1,00;29,44;45,29;52,99;;0,00;;D
22924;50;*Bez*;*Bez*;34073;34073;EAF558(C30163);FILTER ZRAKA ;;;;;KOM;1,00;11,47;17,92;20,97;;0,00;;D
22928;50;*Bez*;*Bez*;32715;32715;S06509(8973);PAKNE BMW E39/E46 RUČNA ;;;;;KOM;1,00;15,56;22,22;26,00;;0,00;;D
22929;50;*Bez*;*Bez*;32716;32716;C22020;FILTER ZRAKA MERCEDES ;;;;;KOM;1,00;29,57;46,76;54,71;;0,00;;D
22930;50;*Bez*;*Bez*;32717;32717;CSL7002;STABILIZATOR OPEL ;;;;;KOM;2,00;7,945;12,22;14,30;;0,00;;D
22931;50;*Bez*;*Bez*;32718;32718;CUK26007;FILTER KLIME MERCEDES ;;;;;KOM;1,00;40,23;51,28;60,00;;0,00;;D
22932;50;*Bez*;*Bez*;32719;32719;EOF192(HU712/7X);FILTER ULJA ;;;;;KOM;1,00;7,05;12,00;14,04;;0,00;;D
22934;50;*Bez*;*Bez*;32721;32721;WK820/14;FILTER GORIVA MERCEDES ;;;;;KOM;1,00;92,11;150,36;175,92;;0,00;;D
22941;50;*Bez*;*Bez*;32912;32912;530050330;SET ZUPČASTOG VW ;;;;;KOM;1,00;198,80;316,91;370,78;;0,00;;D
22942;50;*Bez*;*Bez*;32913;32913;GDB1557;DISK PLOČICE ;;;;;KOM;1,00;46,91;71,00;83,07;;0,00;;D
22944;50;*Bez*;*Bez*;33265;33265;10923902;GUMICE BALANS ŠTANGE MERC.203 ;;;;;KOM;2,00;4,165;6,41;7,50;;0,00;;D
22948;50;*Bez*;*Bez*;33277;33277;215/60R16 W462;GUMA HANKOOK M+S WINTER I CEPT W462 215/60R16 /22 ;;;;;KOM;4,00;164,63;233,32;272,98;;0,00;;D
22954;50;*Bez*;*Bez*;32114;32114;D41074C;REPARATURA KLIJEŠTA ;;;;;KOM;2,00;15,00;23,08;27,00;;0,00;;D
22955;50;*Bez*;*Bez*;32115;32115;53164;VENTIL ODUŠKA MOTORA BMW E46/90 ;;;;;KOM;1,00;29,92;42,74;50,01;;0,00;;D
22977;50;*Bez*;*Bez*;31883;31883;HU7009Z;FILTER ULJA ;;;;;KOM;1,00;8,10;13,07;15,29;;0,00;;D
22978;50;*Bez*;*Bez*;31884;31884;HU7019Z;FILTER ULJA ;;;;;KOM;1,00;8,41;14,00;16,38;;0,00;;D
22979;50;*Bez*;*Bez*;31885;31885;HU8005Z;FILTER ULJA ;;;;;KOM;1,00;11,495;18,00;21,06;;0,00;;D
22980;50;*Bez*;*Bez*;31886;31886;EFF034(WK730/1);FILTER GORIVA ;;;;;KOM;1,00;6,29;9,83;11,50;;0,00;;D
22981;50;*Bez*;*Bez*;31887;31887;EFF016(WK725);FILTER GORIVA ;;;;;KOM;1,00;11,60;17,00;19,89;;0,00;;D
22982;50;*Bez*;*Bez*;31888;31888;HU6014/1Z;FILTER ULJA ;;;;;KOM;2,00;16,71;26,95;31,53;;0,00;;D
22983;50;*Bez*;*Bez*;31889;31889;WK9012X;FILTER GORIVA ;;;;;KOM;1,00;38,53;64,60;75,58;;0,00;;D
22984;50;*Bez*;*Bez*;31890;31890;WK939/13;FILTER GORIVA ;;;;;KOM;1,00;61,54;71,00;83,07;;0,00;;D
22985;50;*Bez*;*Bez*;31891;31891;WK939/3;FILTER GORIVA ;;;;;KOM;1,00;36,00;46,00;53,82;;0,00;;D
22987;50;*Bez*;*Bez*;31893;31893;EFF082(PU839X);FILTER GORIVA ;;;;;KOM;2,00;5,47;8,55;10,00;;0,00;;D
22988;50;*Bez*;*Bez*;31894;31894;PU8007;FILTER GORIVA ;;;;;KOM;1,00;36,00;46,00;53,82;;0,00;;D
22989;50;*Bez*;*Bez*;31895;31895;EFF300;FILTER GORIVA ;;;;;KOM;1,00;21,28;33,00;38,61;;0,00;;D
22990;50;*Bez*;*Bez*;31896;31896;PU7010Z;FILTER GORIVA ;;;;;KOM;1,00;27,00;35,00;40,95;;0,00;;D
22992;50;*Bez*;*Bez*;33161;33161;19-183749;AMORTIZER ZADNJI GOLF VI ;;;;;KOM;2,00;78,12;126,00;147,42;;0,00;;D
22993;50;*Bez*;*Bez*;34031;34031;30050007;ZUPČANIK RADILICE GOLF ;;;;;KOM;1,00;14,98;23,08;27,00;;0,00;;D
22994;50;*Bez*;*Bez*;34032;34032;331.270;GUMICA TERMOSTATA GOLF VI ;;;;;KOM;2,00;1,45;2,23;2,61;;0,00;;D
22998;50;*Bez*;*Bez*;32166;4082300015515;HB4 12V51W;ŽARULJA HB4 12V51W ;;;;;KOM;3,00;4,5567;7,27;8,51;;0,00;;D
22999;50;*Bez*;*Bez*;32167;4082300191943;H6W 12V6W;ŽARULJA H6W 12V6W ;;;;;KOM;3,00;3,305;4,70;5,50;;0,00;;D
23000;50;*Bez*;*Bez*;32168;4082300150735;W16W 12V16W;ŽARULJA W16W 12V16W ;;;;;KOM;4,00;0,50;0,8547;1,00;;0,00;;D
23001;50;*Bez*;*Bez*;32169;3165143498743;W21/5W 12V 21/5W;ŽARULJA W21/5W ;;;;;KOM;4,00;2,275;3,25;3,80;;0,00;;D
23003;50;*Bez*;*Bez*;32171;4082300496253;D1S XENON;ŽARULJA XENON D1S 85V35W ;;;;;KOM;1,00;68,33;85,00;99,45;;0,00;;D
23004;50;*Bez*;*Bez*;32172;32172;20033462B;SEMERING RADILICE ;;;;;KOM;1,00;30,86;36,00;42,12;;0,00;;D
23005;50;*Bez*;*Bez*;32173;32173;331.680;PODLOŠKA DIZNE 3MM ;;;;;KOM;3,00;1,9757;3,16;3,70;;0,00;;D
23013;50;*Bez*;*Bez*;32630;32630;CRWB400B;BRISAČ ;;;;;KOM;1,00;7,22;10,32;12,07;;0,00;;D
23018;50;*Bez*;*Bez*;32644;32644;1152601500;ODBOJNIK ZADNJIH AMORTIZERA GOLF V ;;;;;KOM;4,00;5,755;10,00;11,70;;0,00;;D
23023;50;*Bez*;*Bez*;32657;32657;;VRSALJKA KASTENA ;;;;;02;1,00;2361,67;2400,00;2808,00;;0,00;;D
23024;50;*Bez*;*Bez*;32658;4082300496390;D2S;SIJALICA XENON D2S 85V 35W ;;;;;KOM;1,00;37,31;60,18;70,41;;0,00;;D
23032;50;*Bez*;*Bez*;34086;34086;G80;ČISTAČ BENZINSKOG SISTEMA ;;;;;KOM;2,00;7,22;11,11;13,00;;0,00;;D
23036;50;*Bez*;*Bez*;34090;34090;02.37.069;MANŽETNA LETVE VOLANA MERC. ;;;;;KOM;2,00;12,13;18,66;21,83;;0,00;;D
23037;50;*Bez*;*Bez*;34091;34091;ADBLU 10L SHELL;ADBLU SHELL 10L ;;;;;KOM;2,00;35,70;36,06;42,19;;0,00;;D
23040;50;*Bez*;*Bez*;34094;34094;10923841;MANŽETNA LETVE VOLANA MERC.210 SPRINTER ;;;;;KOM;2,00;7,78;11,97;14,00;;0,00;;D
23041;50;*Bez*;*Bez*;34095;34095;0325919;SVJETLO REG. AUDI LX ;;;;;KOM;1,00;7,78;11,97;14,00;;0,00;;D
23042;50;*Bez*;*Bez*;34096;34096;0325920;SVJETLO REG. AUDI DX ;;;;;KOM;1,00;7,78;11,97;14,00;;0,00;;D
23044;50;*Bez*;*Bez*;34098;34098;840073010;KRAJNICE MERC.203 DX ;;;;;KOM;1,00;18,84;28,99;33,92;;0,00;;D
23047;50;*Bez*;*Bez*;34101;34101;BSG30-700-229;ODBOJNIK ZAD AMOR.FORD FOKUS ;;;;;KOM;2,00;6,27;10,00;11,70;;0,00;;D
23054;50;*Bez*;*Bez*;34108;34108;EAF484(C2872);FILTER ZRAKA ;;;;;KOM;1,00;5,67;9,00;10,53;;0,00;;D
23057;50;*Bez*;*Bez*;34111;34111;6111;LIQUI MOLY BITUMENSKA ZAŠTITA ;;;;;KOM;6,00;10,8717;14,53;17,00;;0,00;;D
23061;50;*Bez*;*Bez*;32624;32624;GE110;GRIJAČ R-MEGANE 1.5DCI 08- ;;;;;KOM;4,00;16,6675;25,64;30,00;;0,00;;D
23062;50;*Bez*;*Bez*;32625;32625;55507;PAKNE MITSUB. ;;;;;KOM;1,00;29,91;42,73;49,99;;0,00;;D
23064;50;*Bez*;*Bez*;32141;32141;1150101800;ČAURA TRAPA AUDI 80 ;;;;;KOM;2,00;8,48;13,04;15,26;;0,00;;D
23065;50;*Bez*;*Bez*;32138;32138;GS8481;PAKNE MERCEDES ;;;;;KOM;1,00;22,09;33,99;39,77;;0,00;;D
23068;50;*Bez*;*Bez*;32143;32143;1114509400;RAČVA VODE VW ;;;;;KOM;1,00;11,45;17,62;20,62;;0,00;;D
23070;50;*Bez*;*Bez*;32145;32145;110362;RAČVA VODE GOLF V 2.0TDI ;;;;;KOM;1,00;6,58;9,40;11,00;;0,00;;D
23071;50;*Bez*;*Bez*;32146;32146;1114502700;RAČVA VODE ;;;;;KOM;1,00;4,86;7,48;8,75;;0,00;;D
23072;50;*Bez*;*Bez*;32147;32147;1114506200;RAČVA VODE ;;;;;KOM;1,00;1,57;2,41;2,82;;0,00;;D
23073;50;*Bez*;*Bez*;32148;32148;1114311000;CRIJEVO VODE ;;;;;KOM;1,00;16,19;24,90;29,13;;0,00;;D
23074;50;*Bez*;*Bez*;32149;4082300191882;P21/5W;ŽARULJA 12V 21/5W ;;;;;KOM;18,00;0,4062;0,85;0,99;;0,00;;D
23078;50;*Bez*;*Bez*;32500;32500;220120S;VIJAK KARTERA MERCEDES ;;;;;KOM;2,00;4,495;5,48;6,41;;0,00;;D
23081;50;*Bez*;*Bez*;33651;33651;CTR3180;SPONA GOLF III SERVO ;;;;;KOM;2,00;10,725;17,00;19,89;;0,00;;D
23086;50;*Bez*;*Bez*;33656;33656;829010810;NOSAČ LAFETE GOLF V DX ;;;;;KOM;1,00;23,87;37,00;43,29;;0,00;;D
23088;50;*Bez*;*Bez*;33658;33658;2019035;ODBOJNIK PR.AMORT.AUDI PASAT ;;;;;KOM;1,00;16,11;24,79;29,00;;0,00;;D
23089;50;*Bez*;*Bez*;33659;33659;33630;SENZOR TEMP. ;;;;;KOM;1,00;7,22;11,11;13,00;;0,00;;D
23094;50;*Bez*;*Bez*;33664;33664;12016528B;SEMERING RADILICE PEŽO 40X55X7 ;;;;;KOM;1,00;4,17;6,41;7,50;;0,00;;D
23096;50;*Bez*;*Bez*;33162;33162;22-183712;AMORTIZER PREDNJI GOLF VI 50MM ;;;;;KOM;2,00;75,58;121,90;142,62;;0,00;;D
23097;50;*Bez*;*Bez*;33163;33163;22-183729;AMORTIZER PREDNJI GOLF VI 55MM ;;;;;KOM;2,00;70,37;113,50;132,80;;0,00;;D
23106;50;*Bez*;*Bez*;33295;33295;109644;VIJAK VILJUŠKE KVAČILA VW ;;;;;KOM;1,00;7,23;11,97;14,00;;0,00;;D
23111;50;*Bez*;*Bez*;33300;33300;MONTIR PASTA;MONTIR PASTA ;;;;;KOM;1,00;31,20;31,51;36,87;;0,00;;D
23112;50;*Bez*;*Bez*;33301;33301;30639;MANŽETNA RENO ;;;;;KOM;1,00;10,00;15,38;17,99;;0,00;;D
23113;50;*Bez*;*Bez*;33394;33394;Y-607AS;GRIJAČ GOLF V 2.0TDI ;;;;;KOM;4,00;12,89;20,45;23,93;;0,00;;D
23114;50;*Bez*;*Bez*;33647;33647;24.3727-0467.2;SAJLA RUČNE ;;;;;KOM;2,00;26,68;34,19;40,00;;0,00;;D
23117;50;*Bez*;*Bez*;33667;33667;D7226C;SET ZA REPARATURU KLIJEŠTA ;;;;;KOM;1,00;9,165;14,10;16,50;;0,00;;D
23119;50;*Bez*;*Bez*;33669;33669;A933S;METLICE BRISAČA AUDI 550-550 ;;;;;KOM;1,00;38,29;54,70;64,00;;0,00;;D
23126;50;*Bez*;*Bez*;33944;33944;60927756;VIJAK KOTAČA RENO ;;;;;KOM;4,00;3,61;5,56;6,51;;0,00;;D
23132;50;*Bez*;*Bez*;32663;32663;232.820;BRTVA TURBINE GOLF VI ;;;;;KOM;2,00;3,615;5,56;6,51;;0,00;;D
23136;50;*Bez*;*Bez*;32070;32070;7622371;ANKER PLATA GOLF V PREDNJA LX ;;;;;KOM;2,00;10,59;16,24;19,00;;0,00;;D
23138;50;*Bez*;*Bez*;32072;32072;7622374;ANKER PLATA ZADNJA GOLF V ŠKODA DX ;;;;;KOM;1,00;17,78;27,35;32,00;;0,00;;D
23139;50;*Bez*;*Bez*;32073;32073;92121103(DF4271);KOČIONI DISK ZADNJI ;;;;;KOM;2,00;37,69;53,85;63,00;;0,00;;D
23140;50;*Bez*;*Bez*;32120;32120;TR-414;VENTIL ZA GUME ;;;;;KOM;100,00;0,28;0,29;0,34;;0,00;;D
23141;50;*Bez*;*Bez*;32121;32121;RAPIDET 1/1;KISELINA ZA PRANJE ;;;;;KOM;1,00;6,32;6,45;7,55;;0,00;;D
23142;50;*Bez*;*Bez*;32122;8014198000461;SKAY LUX LIMUN;SKAY LUX LIMUN ;;;;;KOM;3,00;5,416;6,41;7,50;;0,00;;D
23143;50;*Bez*;*Bez*;32123;8014198000010;AUTOSHAMPOO 1/1;AUTO ŠAMPON ;;;;;KOM;2,00;2,80;3,42;4,00;;0,00;;D
23144;50;*Bez*;*Bez*;32124;8014198007040;CLEAN'N WAX 1/1;AUTO ŠAMPON + VOSAK ;;;;;KOM;1,00;3,36;4,70;5,50;;0,00;;D
23145;50;*Bez*;*Bez*;32125;8586015058141;SPUŽVA TROSLOJNA;SPUŽVA TROSLOJNA ;;;;;KOM;3,00;3,4733;5,13;6,00;;0,00;;D
23147;50;*Bez*;*Bez*;32731;32731;51231VEMA;AMORTIZER GEPEKA GOLF IV ;;;;;KOM;1,00;9,93;17,00;19,89;;0,00;;D
23157;50;*Bez*;*Bez*;32865;32865;2369801(GDB3392);DISK PLOČICE NISSAN ;;;;;KOM;1,00;45,56;70,08;81,99;;0,00;;D
23162;50;*Bez*;*Bez*;32870;32870;829029810;NOSAČ LAFETE PASAT VI/VII ;;;;;KOM;4,00;23,985;38,27;44,78;;0,00;;D
23163;50;*Bez*;*Bez*;32871;32871;GDB3467;DISK PLOČICE PREDNJE NISSAN ;;;;;KOM;1,00;45,08;69,35;81,14;;0,00;;D
23166;50;*Bez*;*Bez*;34117;34117;30938399;NOSAČ MOTORA PASAT ;;;;;KOM;1,00;33,33;51,28;60,00;;0,00;;D
23167;50;*Bez*;*Bez*;34118;34118;2331301(GDB1729);DISK PLOČICE PR. BMW E90 ;;;;;KOM;1,00;81,11;124,79;146,00;;0,00;;D
23168;50;*Bez*;*Bez*;34119;34119;98043800(GIC269);KABEL PLOČICA BMW ;;;;;KOM;1,00;14,44;22,22;26,00;;0,00;;D
23169;50;*Bez*;*Bez*;34120;34120;98043900(GIC270);KABEL PLOČICA BMW ;;;;;KOM;1,00;13,34;20,51;24,00;;0,00;;D
23171;50;*Bez*;*Bez*;34122;34122;GDB1472;PLOČICE PRED. VW ŠKODA ;;;;;KOM;1,00;51,05;78,00;91,26;;0,00;;D
23172;50;*Bez*;*Bez*;34123;34123;3089001;NOSAČ ZADNJEG AMORTIZERA PASAT 05- ;;;;;KOM;2,00;25,555;39,32;46,00;;0,00;;D
23177;50;*Bez*;*Bez*;34128;34128;AS4792;SENZOR KUTA VOLANA VW ;;;;;KOM;1,00;76,85;84,54;98,91;;0,00;;D
23178;50;*Bez*;*Bez*;34129;34129;EKF386A(CUK25003);FILTER KLIME NISAN ;;;;;KOM;1,00;16,54;25,85;30,24;;0,00;;D
23180;50;*Bez*;*Bez*;34131;34131;OE666/4(HU618Y);FILTER ULJA ;;;;;KOM;1,00;8,05;12,39;14,50;;0,00;;D
23181;50;*Bez*;*Bez*;34132;34132;GS0730;AMORTIZER GEPEKA ŠKODA OKTAVIA ;;;;;KOM;2,00;12,22;18,80;22,00;;0,00;;D
23182;50;*Bez*;*Bez*;34133;5055590844713;EKF389-2(CZ24012);FILTER KABINE PEŽO 301/CITROEN C-ELYSEE ;;;;;KOM;2,00;11,56;18,07;21,14;;0,00;;D
23195;50;*Bez*;*Bez*;34146;3322937475629;GDB1659;PLOČICE PR.AUDI A6 12/2005- ;;;;;KOM;1,00;65,75;101,00;118,17;;0,00;;D
23199;50;*Bez*;*Bez*;33684;33684;BELPRO 500G;PASTA ZA RUKE BELPRO 500G ;;;;;KOM;3,00;1,24;1,71;2,00;;0,00;;D
23200;50;*Bez*;*Bez*;33685;33685;02.67.048;PODLOŠKA KARTERA ;;;;;KOM;100,00;0,2535;0,28;0,33;;0,00;;D
23203;50;*Bez*;*Bez*;33688;33688;510225;PREKIDAČ STOP SVJETLA RENO ;;;;;KOM;1,00;9,84;14,68;17,18;;0,00;;D
23204;50;*Bez*;*Bez*;33689;33689;DF7911;KOČIONI DISK ZADNJI GOLF VII ;;;;;KOM;2,00;36,415;56,02;65,54;;0,00;;D
23209;50;*Bez*;*Bez*;33694;33694;56789;GUMICE PUMPE BRISAČA ;;;;;KOM;1,00;23,89;25,08;29,34;;0,00;;D
23210;50;*Bez*;*Bez*;33695;33695;01-1227;VODILICE VENTILA ;;;;;KOM;4,00;1,945;2,99;3,50;;0,00;;D
23211;50;*Bez*;*Bez*;33696;33696;V542;VENTIL ISPUŠNI ;;;;;KOM;4,00;6,39;9,83;11,50;;0,00;;D
23214;50;*Bez*;*Bez*;33699;33699;87464600;LEŽAJ RAD.LE,GOLF ;;;;;KOM;1,00;14,44;22,22;26,00;;0,00;;D
23215;50;*Bez*;*Bez*;32914;32914;EOF255(HU7030Z);FILTER ULJA OPEL ;;;;;KOM;1,00;11,27;18,00;21,06;;0,00;;D
23216;50;*Bez*;*Bez*;32915;32915;492.030;BRTVA ULJNOG HLADNJAKA BMW ;;;;;KOM;1,00;22,22;34,19;40,00;;0,00;;D
23217;50;*Bez*;*Bez*;32916;32916;10108016;VIJAK KARTERA MERCEDES W205 ;;;;;KOM;1,00;11,67;17,95;21,00;;0,00;;D
23222;50;*Bez*;*Bez*;33048;33048;EOF261(HU7020Z);FILTER ULJA ;;;;;KOM;2,00;5,215;8,15;9,54;;0,00;;D
23225;50;*Bez*;*Bez*;28792;4014870020095;713690800(5854);LEŽAJ PREDNJI FIAT ;;;;;KOM;1,00;98,00;98,98;115,81;;0,00;;D
23226;50;*Bez*;*Bez*;31862;31862;ELF 5W30;ELF EVO FULLTECH FE 5W30 ;;;;;KOM;10,00;10,5225;17,09;20,00;;0,00;;D
23227;50;*Bez*;*Bez*;31863;31863;ARAL5W30 4/1;ARAL SUP.TRONIK LL 5W30 4/1 ;;;;;KOM;2,00;46,6667;68,38;80,00;;0,00;;D
23228;50;*Bez*;*Bez*;31864;31864;TOTAL75W80;TOTAL TRAXIUM GEAR8 75W80 1/1 ;;;;;KOM;5,00;9,4117;13,68;16,01;;0,00;;D
23229;50;*Bez*;*Bez*;31865;31865;DIVINOL 75W-90;DIVINOL SYNTHOGEAR SEA 75W90 ;;;;;KOM;7,00;11,0264;15,39;18,01;;0,00;;D
23235;50;*Bez*;*Bez*;33958;33958;EAF664(C17137X);FILTER ZRAKA AUDI ;;;;;KOM;1,00;19,81;30,96;36,22;;0,00;;D
23236;50;*Bez*;*Bez*;33959;33959;57084;KUGLA VW LX ;;;;;KOM;1,00;20,43;31,00;36,27;;0,00;;D
23237;50;*Bez*;*Bez*;33960;33960;57085;KUGLA VW DX ;;;;;KOM;1,00;19,93;31,00;36,27;;0,00;;D
23240;50;*Bez*;*Bez*;33975;33975;819652;ČAURA LAFETE OPEL ;;;;;KOM;1,00;8,05;12,02;14,06;;0,00;;D
23251;50;*Bez*;*Bez*;33554;33554;840088110;KRAJNICA MEGANE LX ;;;;;KOM;1,00;18,04;27,00;31,59;;0,00;;D
23252;50;*Bez*;*Bez*;33555;33555;840088210;KRAJNICA MEGANE DX ;;;;;KOM;1,00;16,76;27,00;31,59;;0,00;;D
23257;50;*Bez*;*Bez*;33571;33571;TE7157.95J;TERMOSTAT MERCEDES W204/W205 ;;;;;KOM;1,00;73,33;112,82;132,00;;0,00;;D
23258;50;*Bez*;*Bez*;33572;33572;1863869047;LEŽAJ ZAMAJCA ;;;;;KOM;1,00;13,87;21,34;24,97;;0,00;;D
23266;50;*Bez*;*Bez*;32872;32872;GDB3507;DISK PLOČICE ZADNJE NISSAN ;;;;;KOM;1,00;33,12;50,95;59,61;;0,00;;D
23271;50;*Bez*;*Bez*;32888;32888;HU7017Z;FILTER ULJA ;;;;;KOM;1,00;8,54;13,00;15,21;;0,00;;D
23272;50;*Bez*;*Bez*;33438;33438;840078510;KRAJNICA CORSA C ;;;;;KOM;2,00;8,00;12,31;14,40;;0,00;;D
23274;50;*Bez*;*Bez*;33440;33440;JBU476;NOSAČ LAFETE FORD ;;;;;KOM;1,00;12,85;20,00;23,40;;0,00;;D
23275;50;*Bez*;*Bez*;33441;33441;JBU477;ČAURA LAFETE FORD ;;;;;KOM;2,00;6,195;10,00;11,70;;0,00;;D
